Player,Fairway Percentage,Year,gir,Average Putts,Average Scrambling,Average Score,Points,Rounds,Avg Distance
Bo Van Pelt,63.8,2013,65.63,29.59,53.35,71.08,542,72.0,285.9
Justin Rose,63.57,2013,68.89,29.3,60.71,69.225,"1,447",62.0,296.6
D.J. Trahan,63.54,2013,67.87,29.67,56.39,71.429,169,48.0,293.4
D.A. Points,63.48,2013,62.77,29.08,55.92,71.116,"1,038",87.0,281.1
Webb Simpson,63.3,2013,66.67,28.93,57.95,69.783,"1,188",92.0,285.4
Bob Estes,63.11,2013,64.9,28.41,66.19,70.361,523,66.0,285.0
Aaron Watkins,63.03,2013,62.25,28.75,59.53,71.77,126,46.0,277.1
Charlie Wi,63.02,2013,60.56,28.34,59.92,71.17399999999999,401,75.0,282.1
Cameron Tringale,62.89,2013,67.01,29.09,61.68,70.72399999999999,654,80.0,287.2
Luke Donald,62.87,2013,62.16,28.21,61.52,69.793,707,60.0,278.1
Keegan Bradley,62.82,2013,66.54,28.94,60.88,69.72399999999999,"1,416",76.0,303.9
Greg Chalmers,62.8,2013,61.64,28.01,59.33,71.22800000000001,395,77.0,276.8
Will Claxton,62.8,2013,65.7,30.14,53.47,71.889,186,67.0,284.9
Y.E. Yang,62.79,2013,62.7,29.11,56.65,71.348,182,56.0,286.7
Jim Herman,62.71,2013,67.98,30.22,54.57,71.045,325,59.0,299.2
Lee Westwood,62.59,2013,65.22,29.42,61.57,70.158,856,70.0,290.3
Brandt Snedeker,62.57,2013,65.68,28.38,60.86,69.791,"2,218",79.0,281.3
Stuart Appleby,62.53,2013,65.21,28.71,65.21,70.834,395,88.0,284.7
Tiger Woods,62.5,2013,67.59,28.85,60.0,68.944,"3,059",61.0,293.2
Scott Langley,62.45,2013,64.0,29.08,59.47,71.26899999999999,386,79.0,278.9
David Mathis,62.42,2013,63.6,29.73,52.39,72.222,197,71.0,280.6
Ian Poulter,62.42,2013,63.52,28.83,61.49,70.382,645,59.0,281.7
Chris Stroud,62.4,2013,64.33,28.4,64.6,70.546,800,88.0,277.0
Nick Watney,62.4,2013,68.48,29.99,56.35,70.78,663,88.0,291.2
Rod Pampling,62.35,2013,64.55,29.48,55.97,71.943,109,46.0,282.6
Scott Brown,62.32,2013,64.1,29.03,55.71,71.25,588,65.0,289.5
Bill Haas,62.31,2013,67.79,29.27,62.01,70.023,"1,505",85.0,288.2
Vijay Singh,62.31,2013,69.13,30.89,57.23,70.995,291,61.0,288.1
William McGirt,62.3,2013,65.33,28.88,60.47,71.0,533,75.0,281.8
Rickie Fowler,62.27,2013,63.59,28.65,59.59,70.212,822,66.0,302.1
David Hearn,62.08,2013,64.71,28.48,57.78,70.738,728,88.0,279.7
Daniel Summerhays,62.08,2013,64.46,28.72,59.13,70.813,594,83.0,285.7
Fabián Gómez,61.88,2013,64.1,28.97,59.76,71.33,339,65.0,289.5
Adam Scott,61.84,2013,68.8,29.52,56.38,69.3,"1,347",61.0,297.8
Lucas Glover,61.62,2013,66.41,30.51,51.91,71.577,454,65.0,293.7
Brendan Steele,61.56,2013,65.99,29.49,57.17,71.053,574,86.0,290.7
Kevin Chappell,61.52,2013,66.11,29.44,58.4,70.92699999999999,689,80.0,292.9
Michael Thompson,61.39,2013,61.78,29.18,57.71,71.298,828,66.0,279.4
Justin Bolli,61.36,2013,61.11,29.09,57.14,72.03399999999999,278,59.0,279.1
Martin Kaymer,61.36,2013,64.85,30.0,52.59,70.559,474,61.0,288.4
Pat Perez,61.35,2013,67.87,29.35,56.64,70.835,544,69.0,290.1
Sergio Garcia,61.28,2013,67.46,28.92,57.45,69.543,684,65.0,291.0
Luke Guthrie,61.24,2013,63.62,29.07,58.85,71.139,607,82.0,283.5
Trevor Immelman,61.19,2013,66.51,29.94,59.13,71.491,295,73.0,283.6
Ben Crane,60.94,2013,63.98,28.98,63.83,70.86399999999999,369,62.0,281.0
Geoff Ogilvy,60.94,2013,62.18,29.82,55.67,71.58800000000001,492,57.0,285.1
Andrew Svoboda,60.91,2013,65.91,29.7,52.96,71.747,89,46.0,290.1
Martin Laird,60.78,2013,63.64,29.5,56.18,71.029,809,68.0,293.4
Josh Teater,60.77,2013,66.53,29.46,53.44,70.904,682,86.0,293.7
Chad Campbell,60.7,2013,67.03,29.58,58.76,71.234,330,78.0,288.9
Brian Harman,60.64,2013,62.61,28.54,58.74,71.29,578,89.0,287.5
John Senden,60.57,2013,65.95,29.96,53.97,70.97,458,79.0,289.3
Ben Curtis,60.55,2013,63.84,29.67,54.99,71.531,251,59.0,274.9
John Merrick,60.51,2013,66.53,29.27,56.51,70.736,909,79.0,284.3
Derek Ernst,60.49,2013,63.89,29.86,49.34,72.271,598,58.0,291.5
Ricky Barnes,60.31,2013,70.48,30.29,53.23,71.34100000000001,342,74.0,289.4
Robert Karlsson,60.19,2013,63.14,29.67,57.39,71.482,236,56.0,287.2
Steve LeBrun,60.16,2013,67.47,29.71,57.58,71.551,270,66.0,294.1
Henrik Norlander,60.13,2013,67.4,29.75,55.14,71.36,229,70.0,295.0
Charl Schwartzel,59.87,2013,65.85,29.01,55.02,69.65100000000001,871,69.0,296.1
Charlie Beljan,59.86,2013,64.61,29.98,52.66,71.839,459,62.0,295.4
Greg Owen,59.76,2013,65.73,29.85,54.79,71.554,336,73.0,292.8
Lee Williams,59.76,2013,61.67,28.82,64.25,71.792,134,62.0,275.6
Rory Sabbatini,59.72,2013,67.75,29.28,57.77,70.51100000000001,553,86.0,293.1
Chris Kirk,59.65,2013,65.92,28.26,65.38,70.206,904,89.0,289.0
Charley Hoffman,59.57,2013,65.48,29.05,53.83,70.497,793,72.0,305.3
Robert Streb,59.57,2013,65.57,29.27,57.95,71.089,359,75.0,297.7
Kyle Stanley,59.54,2013,67.37,30.45,53.72,71.842,662,71.0,298.1
Carl Pettersson,59.43,2013,62.22,29.08,54.6,71.273,439,82.0,290.2
Cameron Percy,59.28,2013,65.74,29.14,60.44,71.10600000000001,230,68.0,293.6
David Lynn,59.27,2013,62.48,28.7,60.52,71.016,716,70.0,277.9
Bud Cauley,59.16,2013,63.76,29.44,53.04,71.445,343,60.0,303.8
Matt Every,58.94,2013,65.54,29.01,56.52,71.023,545,89.0,288.1
Matt Kuchar,58.93,2013,65.84,28.64,63.55,69.561,"2,293",93.0,284.9
Marc Leishman,58.77,2013,65.08,29.25,57.64,70.532,648,77.0,286.6
Scott Stallings,58.73,2013,64.63,29.0,55.07,71.135,816,79.0,295.7
Bubba Watson,58.73,2013,69.41,29.85,54.48,70.27600000000001,830,76.0,303.7
Johnson Wagner,58.69,2013,64.35,29.82,56.36,72.013,430,64.0,278.6
Harris English,58.65,2013,66.02,28.95,56.11,70.438,"1,134",72.0,301.1
James Hahn,58.58,2013,64.71,28.8,55.96,71.222,480,78.0,293.3
John Rollins,58.56,2013,67.43,29.36,57.71,70.779,696,77.0,295.6
Camilo Villegas,58.56,2013,66.74,29.13,56.12,70.586,450,79.0,291.8
Stephen Ames,58.53,2013,61.11,28.53,59.18,71.454,182,49.0,280.7
Scott Gardiner,58.52,2013,64.12,29.66,51.97,72.082,161,61.0,288.4
Sangmoon Bae,58.39,2013,63.72,28.8,51.85,71.111,838,83.0,285.3
Padraig Harrington,58.39,2013,60.88,29.24,56.52,71.017,345,52.0,288.3
Brad Fritsch,58.06,2013,66.59,29.34,55.29,71.085,350,81.0,297.0
Jason Day,58.03,2013,64.93,28.63,61.39,69.732,"1,284",86.0,299.3
Alistair Presnell,58.01,2013,62.28,29.37,57.36,71.95100000000001,140,59.0,284.6
Rory McIlroy,57.92,2013,65.45,28.85,54.68,70.288,777,48.0,317.5
Robert Allenby,57.87,2013,62.4,29.64,52.77,72.056,129,58.0,284.9
Jeff Overton,57.83,2013,64.89,28.77,59.23,70.863,484,78.0,292.4
Ernie Els,57.72,2013,61.74,28.98,58.08,70.491,571,63.0,289.6
Morgan Hoffmann,57.72,2013,64.67,28.67,57.99,70.613,444,64.0,295.4
Ryan Palmer,57.69,2013,66.24,28.84,55.63,70.167,801,79.0,301.5
Gary Woodland,57.6,2013,66.98,29.34,54.58,70.733,683,68.0,313.3
Eric Meierdierks,57.5,2013,66.55,30.52,50.54,72.414,72,48.0,301.9
Andres Romero,57.35,2013,61.3,28.58,57.91,71.256,430,63.0,293.1
Phil Mickelson,57.3,2013,66.67,28.56,58.55,69.742,"2,166",78.0,287.9
Stewart Cink,57.19,2013,67.76,29.99,53.16,70.633,568,71.0,290.0
Erik Compton,56.89,2013,65.09,29.01,61.51,71.01100000000001,422,74.0,292.7
Jonas Blixt,56.54,2013,60.89,28.39,61.5,71.11,912,76.0,283.7
Tommy Gainey,56.34,2013,61.04,29.07,53.99,71.892,324,84.0,291.0
Peter Hanson,56.31,2013,61.24,28.67,58.33,70.368,356,45.0,295.3
Freddie Jacobson,56.26,2013,61.67,28.5,59.66,70.108,659,63.0,287.3
Ángel Cabrera,56.19,2013,64.99,29.73,55.43,70.89699999999999,826,73.0,294.0
Patrick Reed,56.13,2013,63.79,28.6,60.44,70.807,"1,062",83.0,292.0
Sean O'Hair,55.66,2013,62.0,29.75,52.74,72.107,183,56.0,299.7
Ryo Ishikawa,55.48,2013,66.03,29.81,53.27,71.515,298,72.0,291.3
Michael Bradley,55.46,2013,66.13,30.17,53.0,72.345,74,56.0,285.3
Troy Matteson,55.39,2013,64.81,29.11,59.33,71.889,194,68.0,294.1
Robert Garrigus,55.37,2013,66.15,29.62,48.74,71.058,601,69.0,302.4
Mike Weir,55.07,2013,56.9,28.07,59.11,71.643,173,60.0,270.5
Shawn Stefani,54.97,2013,63.67,29.0,58.5,71.11399999999999,333,63.0,297.2
Casey Wittenberg,54.61,2013,62.14,29.0,60.59,71.65899999999999,199,72.0,280.5
James Driscoll,53.89,2013,63.81,28.51,59.7,70.888,524,76.0,287.1
Nicolas Colsaerts,53.8,2013,66.78,30.74,49.82,71.08800000000001,353,50.0,305.7
Martin Flores,53.67,2013,65.53,28.92,62.91,70.676,552,83.0,300.4
Scott Piercy,53.57,2013,62.3,29.12,53.24,71.273,773,78.0,298.2
Tag Ridings,53.38,2013,65.81,29.31,57.5,71.16199999999999,295,69.0,299.6
Dustin Johnson,53.36,2013,66.75,29.4,53.22,70.115,"1,226",71.0,305.8
Jason Kokrak,53.17,2013,65.67,28.96,58.3,70.92399999999999,521,78.0,303.2
Charles Howell III,53.11,2013,66.73,28.66,64.83,70.27199999999999,996,87.0,294.8
Steven Bowditch,53.04,2013,61.97,28.48,62.47,71.335,400,67.0,300.2
Tim Herron,52.24,2013,59.75,28.82,56.44,71.479,190,45.0,283.6
Jimmy Walker,52.18,2013,66.07,28.87,60.62,70.332,996,84.0,298.5
Bobby Gates,51.59,2013,62.84,29.58,55.15,72.59,144,49.0,296.2
Seung-Yul Noh,51.5,2013,64.26,29.52,53.36,71.625,226,71.0,298.8
Aaron Baddeley,50.71,2013,58.0,27.8,57.72,71.503,401,68.0,288.5
Luke List,45.58,2013,62.39,29.39,54.0,72.444,202,66.0,310.9
Jerry Kelly,73.0,2012,65.63,29.18,59.39,70.955,385,84.0,276.1
Heath Slocum,71.69,2012,67.84,29.87,58.33,70.911,365,93.0,278.9
Tim Clark,71.6,2012,64.26,29.33,58.03,70.697,707,60.0,276.7
Jim Furyk,70.71,2012,68.19,29.05,63.83,69.304,"1,284",85.0,280.0
Graeme McDowell,70.11,2012,66.26,29.02,51.83,70.229,"1,037",55.0,285.5
David Toms,69.75,2012,66.09,29.22,61.86,70.74,623,60.0,275.5
Ben Curtis,69.7,2012,68.87,29.36,58.46,70.538,997,62.0,274.8
Chris DiMarco,69.24,2012,60.55,28.59,56.86,71.488,316,83.0,273.0
Gary Christian,68.95,2012,66.99,29.53,55.25,70.82,422,91.0,281.9
Richard Lee,68.72,2012,68.29,29.37,54.99,70.809,262,71.0,285.6
John Huh,68.69,2012,66.44,29.15,55.52,70.384,"1,123",99.0,288.3
Mark Wilson,68.62,2012,64.03,29.36,57.82,71.375,986,84.0,276.0
Chez Reavie,68.57,2012,66.13,29.86,56.52,71.334,327,83.0,282.5
Zach Johnson,68.53,2012,64.95,28.45,60.37,69.821,"2,019",95.0,281.1
Colt Knost,68.0,2012,62.12,29.14,55.24,71.798,390,79.0,272.5
John Mallinger,67.93,2012,66.51,29.39,58.77,70.699,543,74.0,281.4
Hunter Mahan,67.74,2012,68.97,29.9,53.71,70.346,"1,739",88.0,293.1
Brian Davis,67.24,2012,63.47,28.61,58.92,70.807,728,91.0,277.1
Jeff Maggert,67.16,2012,65.66,29.41,58.48,70.883,433,83.0,285.3
Russell Knox,67.03,2012,69.36,29.64,58.24,70.905,164,72.0,285.8
Jason Dufner,66.9,2012,69.17,29.07,62.42,69.456,"2,110",83.0,292.4
Billy Horschel,66.58,2012,68.79,29.42,59.87,70.494,289,63.0,290.2
Tom Gillis,66.09,2012,63.85,28.67,58.4,70.812,511,75.0,289.0
John Senden,65.93,2012,68.59,29.44,57.37,70.05,867,81.0,291.0
Kevin Na,65.91,2012,62.03,28.39,61.3,70.634,866,80.0,281.5
Kris Blanks,65.84,2012,66.84,29.89,54.71,71.20100000000001,297,65.0,284.5
Blake Adams,65.83,2012,65.91,29.35,56.01,70.586,599,107.0,288.4
Justin Rose,65.82,2012,70.34,29.41,61.98,69.54899999999999,"1,426",69.0,290.9
Ryan Moore,65.75,2012,66.35,28.87,56.77,70.3,635,89.0,287.6
Ken Duke,65.69,2012,64.61,28.68,60.91,70.376,776,104.0,282.6
Chris Couch,65.49,2012,63.65,28.81,58.29,70.977,242,61.0,293.8
Stuart Appleby,65.45,2012,64.79,29.08,60.44,71.095,287,75.0,283.3
Brian Harman,65.44,2012,63.92,28.79,58.99,70.821,493,101.0,290.3
Roberto Castro,65.36,2012,68.41,29.62,58.49,70.434,477,92.0,290.6
Will Claxton,65.36,2012,69.06,29.56,56.9,70.369,530,99.0,290.4
Billy Mayfair,65.2,2012,64.02,29.48,61.76,70.94800000000001,393,90.0,286.8
Luke Donald,65.16,2012,64.96,28.63,62.66,69.687,"1,294",63.0,280.1
Boo Weekley,65.15,2012,69.53,30.5,53.04,70.96600000000001,365,74.0,296.8
Ian Poulter,65.13,2012,61.61,28.39,64.34,70.176,698,57.0,285.0
Kevin Stadler,65.09,2012,67.75,29.64,58.61,70.525,620,85.0,292.9
Gavin Coles,65.08,2012,64.23,28.86,59.76,71.39699999999999,184,72.0,271.2
Matt Kuchar,65.06,2012,65.38,28.51,62.43,69.477,"1,600",86.0,286.2
Jason Bohn,65.0,2012,64.59,29.25,56.07,71.248,363,81.0,279.2
Bo Van Pelt,64.79,2012,67.07,28.81,55.69,69.718,"1,175",84.0,296.1
Scott Dunlap,64.66,2012,67.21,30.22,58.47,71.653,77,57.0,281.4
D.A. Points,64.66,2012,66.48,29.48,56.5,70.946,714,88.0,284.0
John Merrick,64.46,2012,69.13,30.01,54.9,70.70100000000001,572,83.0,293.3
Rickie Fowler,64.43,2012,64.99,29.17,56.79,70.60600000000001,"1,246",66.0,302.1
Cameron Tringale,64.41,2012,66.6,29.58,58.79,71.023,689,88.0,290.4
Ben Crane,64.36,2012,64.81,28.75,57.24,70.708,849,73.0,286.8
John Rollins,64.25,2012,66.16,29.48,58.0,70.618,732,81.0,295.4
"Ted Potter, Jr.",64.18,2012,63.32,29.33,55.6,71.71,647,77.0,284.5
Henrik Stenson,64.13,2012,65.37,29.3,59.04,70.23899999999999,394,51.0,289.5
K.J. Choi,64.08,2012,63.57,29.3,54.68,70.88600000000001,597,71.0,282.3
Tiger Woods,63.93,2012,67.58,28.91,63.17,68.904,"2,269",69.0,297.4
Bill Haas,63.62,2012,65.17,29.33,60.74,70.484,"1,181",79.0,292.2
Alexandre Rocha,63.47,2012,66.87,30.18,53.59,72.039,183,62.0,284.6
Brendan Steele,63.44,2012,65.3,30.03,55.48,71.887,334,77.0,288.8
Brendon de Jonge,63.42,2012,69.17,29.44,58.6,70.137,815,115.0,288.8
Nick O'Hern,63.34,2012,63.29,29.3,58.49,71.579,250,78.0,268.9
Steve Stricker,63.31,2012,68.33,29.06,60.15,69.865,"1,456",73.0,285.4
David Mathis,63.22,2012,61.04,28.58,57.78,71.333,322,83.0,278.1
J.J. Henry,63.18,2012,68.24,29.91,57.61,70.939,713,93.0,288.1
Rod Pampling,62.72,2012,64.93,29.5,57.23,71.038,398,88.0,288.8
Kyle Thompson,62.65,2012,64.78,30.13,48.99,72.296,44,51.0,284.2
Brandt Jobe,62.48,2012,64.68,29.32,53.71,71.064,245,57.0,299.2
Louis Oosthuizen,62.41,2012,68.78,29.46,55.37,69.707,928,65.0,299.5
Steve Wheatcroft,62.37,2012,66.22,29.64,56.91,71.584,92,56.0,286.9
Pat Perez,62.33,2012,65.05,28.72,61.77,70.378,603,81.0,291.5
Johnson Wagner,62.32,2012,65.91,29.4,56.85,70.899,"1,181",88.0,284.0
Chris Stroud,62.31,2012,63.37,28.88,61.55,70.878,484,86.0,286.6
David Hearn,62.25,2012,66.32,29.12,61.11,70.80199999999999,432,95.0,286.7
Charley Hoffman,62.23,2012,66.35,29.58,51.41,71.139,628,72.0,305.3
Rocco Mediate,62.22,2012,64.84,29.09,61.23,71.218,195,70.0,280.7
Roland Thatcher,62.19,2012,67.8,29.98,50.0,71.646,188,55.0,288.9
Lee Westwood,62.17,2012,69.75,30.06,48.3,70.084,713,60.0,298.1
Brian Gay,62.1,2012,62.71,28.13,64.38,70.767,424,91.0,277.7
Geoff Ogilvy,62.01,2012,63.66,28.74,62.63,70.436,624,73.0,290.1
Camilo Villegas,62.01,2012,69.55,29.92,54.5,71.079,267,79.0,290.3
Greg Chalmers,62.0,2012,59.83,27.93,62.0,70.417,589,88.0,282.0
Daniel Summerhays,61.93,2012,67.68,29.55,56.03,70.722,567,81.0,289.3
Jeff Overton,61.91,2012,66.32,28.7,59.35,70.197,667,101.0,292.0
Stephen Ames,61.88,2012,62.18,29.48,56.5,71.51100000000001,142,54.0,283.7
Hunter Haas,61.82,2012,63.14,28.97,55.02,71.205,251,69.0,287.6
Kyle Reifers,61.7,2012,67.41,29.76,56.96,71.16,311,86.0,290.0
Cameron Beckman,61.67,2012,65.3,29.88,52.81,71.726,154,81.0,285.2
Keegan Bradley,61.65,2012,66.54,28.88,57.55,69.984,"1,670",76.0,303.9
Charlie Wi,61.65,2012,59.69,28.24,59.13,70.697,901,86.0,285.6
Kevin Streelman,61.63,2012,66.22,29.34,58.22,70.821,424,89.0,292.8
Vijay Singh,61.62,2012,66.22,29.41,59.3,70.156,669,99.0,295.4
Bryce Molder,61.59,2012,64.91,28.91,61.32,71.028,495,83.0,277.5
Webb Simpson,61.47,2012,67.47,28.79,58.65,70.04,"1,424",77.0,288.6
Charl Schwartzel,61.41,2012,62.65,28.74,58.95,70.281,519,56.0,295.8
Dicky Pride,61.38,2012,64.51,29.0,57.39,70.87100000000001,586,62.0,285.9
D.J. Trahan,61.33,2012,65.94,29.91,53.43,71.563,243,73.0,292.2
Josh Teater,61.3,2012,67.5,29.53,56.07,70.953,506,97.0,298.6
Tom Pernice Jr.,61.26,2012,61.69,29.09,56.25,72.137,139,62.0,273.9
Sergio Garcia,61.15,2012,64.98,28.66,58.36,69.928,935,57.0,292.4
George McNeill,61.14,2012,63.03,29.17,57.33,71.01100000000001,599,85.0,288.8
Arjun Atwal,61.12,2012,63.85,29.23,55.37,71.634,181,79.0,285.1
Kevin Kisner,61.1,2012,62.48,28.75,59.47,71.342,248,69.0,287.9
Y.E. Yang,61.06,2012,58.51,28.5,57.67,71.005,351,64.0,284.9
Rory Sabbatini,61.04,2012,62.24,28.81,58.67,71.125,602,84.0,287.4
Matt Every,60.89,2012,66.23,28.92,58.44,70.789,711,80.0,285.5
Bob Estes,60.72,2012,62.39,28.59,60.98,70.418,458,78.0,285.2
Vaughn Taylor,60.59,2012,66.3,29.01,56.26,71.059,312,81.0,286.0
William McGirt,60.58,2012,66.3,29.24,58.6,70.729,602,96.0,285.4
Billy Hurley III,60.56,2012,57.74,28.62,57.57,72.116,256,70.0,275.3
Brandt Snedeker,60.5,2012,63.75,27.92,62.08,69.84,"1,194",81.0,288.7
Graham DeLaet,60.36,2012,66.74,29.63,57.68,70.624,441,79.0,304.3
Justin Leonard,60.34,2012,60.44,28.93,59.18,71.583,277,79.0,279.4
Bud Cauley,60.33,2012,66.55,28.89,62.42,70.458,902,60.0,303.8
Scott Brown,60.22,2012,64.5,29.8,50.13,71.835,212,65.0,291.2
Chad Campbell,60.19,2012,67.13,29.83,54.93,70.566,517,84.0,290.1
Greg Owen,60.16,2012,68.58,29.87,54.03,70.444,556,90.0,295.9
Patrick Sheehan,60.11,2012,62.93,29.27,55.62,71.95,108,58.0,279.3
Garth Mulroy,60.1,2012,65.11,29.23,51.68,71.192,173,59.0,293.7
Sean O'Hair,59.98,2012,68.25,29.67,56.04,70.615,644,84.0,297.5
Tim Herron,59.93,2012,67.36,29.78,57.06,70.781,339,88.0,289.4
Padraig Harrington,59.86,2012,62.17,28.41,59.67,69.736,646,67.0,293.6
Trevor Immelman,59.7,2012,63.45,29.59,56.6,71.37,411,76.0,290.9
Chris Kirk,59.7,2012,66.6,29.15,58.32,70.891,574,93.0,291.8
Adam Scott,59.61,2012,66.57,29.53,55.87,69.533,966,59.0,304.6
Kyle Stanley,59.49,2012,67.06,29.9,52.61,70.633,"1,177",86.0,306.9
Harris English,59.47,2012,67.74,29.52,53.6,70.688,549,72.0,301.1
Michael Thompson,59.43,2012,63.26,29.0,55.39,70.718,634,80.0,283.4
Robert Allenby,59.34,2012,65.79,29.91,50.85,71.355,417,76.0,286.7
Seung-Yul Noh,59.34,2012,67.41,29.28,58.0,70.256,827,105.0,300.4
Martin Laird,59.16,2012,65.3,29.52,55.92,70.98899999999999,976,77.0,298.2
Davis Love III,59.11,2012,65.02,29.11,54.84,70.194,443,64.0,296.3
Bill Lunde,59.1,2012,67.56,29.45,58.68,71.062,294,83.0,290.5
Nathan Green,58.97,2012,66.92,29.35,57.62,70.991,245,73.0,283.8
Jonas Blixt,58.9,2012,63.65,27.89,61.57,70.244,470,72.0,286.3
Nick Watney,58.86,2012,66.43,29.29,55.11,70.577,726,97.0,296.8
Bubba Watson,58.84,2012,69.95,29.73,56.58,69.639,"1,777",68.0,315.5
Brendon Todd,58.77,2012,60.0,28.87,55.75,71.873,281,78.0,283.6
Bobby Gates,58.6,2012,65.39,29.69,55.9,71.208,338,87.0,300.2
Erik Compton,58.33,2012,62.48,29.0,53.55,71.499,311,81.0,297.2
Charlie Beljan,58.19,2012,66.46,29.66,53.13,71.40100000000001,222,61.0,311.6
Ricky Barnes,58.1,2012,67.36,29.8,54.74,71.163,489,92.0,292.0
Scott Stallings,58.1,2012,66.38,29.77,52.33,71.49,554,78.0,302.4
Sangmoon Bae,58.08,2012,59.81,28.77,50.99,71.62899999999999,604,81.0,289.8
Freddie Jacobson,57.98,2012,61.85,29.1,57.52,70.561,500,61.0,287.4
Ryan Palmer,57.95,2012,65.16,28.74,58.27,70.252,745,81.0,303.1
Jonathan Byrd,57.88,2012,63.64,29.12,58.65,70.753,732,69.0,289.5
Miguel Angel Carballo,57.88,2012,64.79,29.55,51.7,71.918,213,73.0,289.5
Mathew Goggin,57.86,2012,67.3,29.79,56.82,71.449,103,65.0,290.8
Carl Pettersson,57.63,2012,63.89,28.46,60.37,70.013,"1,691",92.0,297.1
Sung Kang,57.53,2012,59.15,29.07,54.98,72.571,146,75.0,285.7
Danny Lee,57.44,2012,65.24,28.98,56.66,71.062,226,74.0,291.9
Spencer Levin,57.3,2012,60.97,28.65,57.84,70.77600000000001,735,81.0,283.7
Tommy Biershenk,57.22,2012,59.89,28.81,50.31,72.494,73,74.0,285.4
Ángel Cabrera,57.02,2012,63.33,29.72,49.09,71.581,177,54.0,299.7
Kevin Chappell,56.73,2012,64.11,29.3,57.83,70.89,447,91.0,293.3
Ernie Els,56.71,2012,66.52,29.4,61.06,70.131,"1,447",80.0,294.6
Rory McIlroy,56.61,2012,66.36,28.72,60.24,68.873,"2,092",48.0,317.5
Robert Garrigus,56.58,2012,69.23,29.56,55.58,70.066,"1,155",89.0,310.3
Dustin Johnson,56.3,2012,65.75,28.64,60.29,69.564,"1,097",70.0,310.2
Ryuji Imada,56.13,2012,60.6,28.68,58.26,71.97800000000001,113,78.0,276.4
J.J. Killeen,56.09,2012,60.27,28.65,60.45,71.502,286,101.0,289.9
Scott Piercy,56.06,2012,65.73,28.74,59.9,70.40899999999999,"1,304",95.0,304.5
Marco Dawson,56.04,2012,62.76,29.2,52.21,72.304,43,60.0,285.9
Edward Loar,56.01,2012,62.05,29.66,48.34,71.922,43,59.0,295.6
John Daly,55.78,2012,62.08,28.89,52.55,70.87899999999999,298,50.0,306.7
Tommy Gainey,55.63,2012,62.3,28.91,53.53,71.54,464,98.0,297.2
Matt Jones,55.49,2012,64.74,29.41,58.52,71.367,143,53.0,293.7
Robert Karlsson,55.22,2012,63.25,29.27,52.62,71.453,239,54.0,294.7
Marc Leishman,55.2,2012,62.76,29.26,58.26,70.831,"1,003",84.0,289.4
Andres Romero,54.9,2012,61.3,29.22,55.98,71.543,506,68.0,292.0
Harrison Frazar,54.68,2012,61.21,29.2,53.85,71.73899999999999,387,56.0,297.7
Charles Howell III,54.6,2012,66.61,29.54,56.2,70.385,666,98.0,294.6
Gary Woodland,54.55,2012,64.01,29.83,52.8,71.55199999999999,321,68.0,313.3
J.B. Holmes,54.4,2012,64.5,29.21,55.92,70.92399999999999,568,90.0,309.7
Phil Mickelson,54.31,2012,64.14,28.49,61.57,70.03,"1,373",79.0,294.4
Aaron Baddeley,54.3,2012,58.1,28.07,59.85,71.113,635,73.0,292.0
Jason Kokrak,53.92,2012,66.0,29.56,56.43,71.445,165,79.0,304.1
Martin Flores,53.58,2012,63.98,28.71,59.04,70.538,556,95.0,295.0
Stewart Cink,53.43,2012,64.26,29.7,52.9,71.483,310,71.0,288.8
Jhonattan Vegas,53.09,2012,66.07,29.93,49.78,71.44,361,66.0,306.0
Jimmy Walker,52.74,2012,64.3,28.78,58.09,70.556,763,101.0,296.5
Troy Matteson,52.67,2012,64.01,29.39,56.49,71.247,662,100.0,298.9
Troy Kelly,52.6,2012,63.17,29.03,59.12,71.531,394,68.0,299.5
Jason Day,52.48,2012,61.31,28.42,61.36,70.152,417,57.0,308.6
Matt Bettencourt,52.29,2012,58.95,28.82,51.69,72.182,177,80.0,288.2
Mark Anderson,52.23,2012,63.85,29.28,53.45,71.692,209,75.0,295.7
Derek Lamely,52.08,2012,60.3,28.82,57.34,71.876,160,64.0,289.1
Michael Bradley,51.88,2012,65.35,29.78,53.8,72.059,173,63.0,284.5
James Driscoll,51.32,2012,62.38,28.8,54.39,71.24600000000001,408,83.0,291.1
Stephen Gangluff,49.93,2012,59.15,29.55,53.33,72.995,3,57.0,291.5
Daniel Chopra,47.27,2012,59.8,28.59,53.39,71.872,70,55.0,295.6
Joe Durant,75.65,2011,71.26,30.61,59.1,71.428,260,71.0,283.6
Heath Slocum,74.92,2011,71.4,30.16,54.53,70.988,388,89.0,281.9
Jerry Kelly,73.3,2011,66.25,28.96,62.55,70.241,651,85.0,275.6
Brian Gay,72.77,2011,63.44,28.28,63.78,70.214,685,90.0,269.8
Ben Curtis,71.91,2011,65.82,29.42,61.58,70.839,304,66.0,276.7
David Toms,71.82,2011,70.2,28.96,61.21,69.706,"1,538",78.0,279.1
Nick O'Hern,71.67,2011,66.67,29.26,59.22,70.8,463,89.0,276.3
Zach Johnson,71.06,2011,66.38,28.71,63.98,69.96600000000001,962,79.0,278.2
Billy Mayfair,70.41,2011,68.77,29.54,60.87,70.747,353,94.0,283.3
Brian Davis,70.33,2011,67.35,29.1,59.0,70.469,685,105.0,283.3
